Input1,Input2,Input3,Input4,Output
10339.05,13268.08,32,40,4424.313
421.2424,0,42,13.5,0
2065.067,1767.048,18,10,4093.303
15280.32,20314.79,22,33,0
24245.93,25243.55,35,39,0
9261.454,5111.371,21,33.613,16173.72
6718.326,8815.548,29,30,6194.63
10246.97,0,34,26.695,0
3895.022,13959.15,22,19,13961.56
2711.625,13871.42,20,38,17485.94
0,0,28,0,1590.034
16185.5,15019.02,47,0,286.679
3618.766,7947.242,25,19,13119.26
19886.56,14483.71,29,0,20168.01
15290.12,15215.95,29,30,18747.92
18507.23,20839.35,29,23,25564.67
23015.51,20320.16,44,50,11199.69
1079.556,3029.226,19,80,16207.71
3898.941,4986.048,23,0,8649.134
2366.794,1709.758,19,0,0
2033.719,556.7903,17,0,8261.969
2486.31,3324.629,51,38,2485.536
0,0,19,32,10806.61
846.4033,1031.226,19,44.56,3525.856
23091.92,21464.18,54,29,20898.01
3889.145,17600.66,29,29,3936.664
23991.22,15672.48,29,24,21428.51
4782.57,4919.806,37,38,5950.805
25862.32,25223.85,42,32,22858.95
21410.87,16771.74,48,22,25564.67
2041.556,281.0806,21,45,9175.204
17948.84,17448.48,25,20,21478.76
6130.546,9257.758,39,0,1525.014
8518.892,14515.94,19,40,3208.144
15137.3,17421.63,26,56,21700.41
4545.499,10244.23,20,25,25564.67
25862.32,25243.55,52,0,25564.67
17082.85,25243.55,30,0,25564.67
25862.32,23816.66,27,25,25564.67
21571.53,4923.387,29,25,25564.67
7141.527,19113.48,24,0,21527.52
10799.48,12401.56,22,20,12435.07
25862.32,25243.55,40,47.721,25564.67
25862.32,25243.55,45,0,25564.67
18744.31,20053.4,27,38,0
1690.847,0,20,27.664,1631.41
11853.56,16139.76,22,46,16776.63
25862.32,0,50,50,25019.39
16440.21,16761,29,70,18830.67
23377.97,1901.323,25,39,1898.879
21559.77,21909.97,27,50,21632.44
8889.193,24437.9,51,0,11489.32
10967.98,14351.23,32,28,23107.21
19073.46,21609.19,26,9,24039.66
11018.92,12134.81,19,20,20874.37
18023.3,18520.89,33,15,18147.96
25862.32,25243.55,30,26,25564.67
3336.631,3847.403,21,22,5619.794
17435.52,17077.89,37,12,17338.17
5513.377,4771.21,51,28.888,5825.198
25862.32,18621.15,52,6,8019.622
3134.827,3242.274,28,20,0
0,0,18,10.4,15024.05
724.9287,2520.774,17,0,2720.495
13812.83,0,40,55,25564.67
7897.804,25243.55,22,71,24627.79
25862.32,25243.55,36,74,25564.67
25862.32,25243.55,36,0,25564.67
25862.32,25243.55,30,43,25564.67
20464.54,22259.08,27,0,0
2568.599,2442,24,30,15847.14
16101.25,17634.68,26,65,25564.67
23436.75,20962.89,47,52,20903.92
25862.32,25243.55,30,6.22,25564.67
15791.69,19015.02,21,50,24095.81
22533.53,456.5323,35,0,7288.147
25862.32,25243.55,47,27,25564.67
1220.623,14039.71,28,0,10775.58
15260.73,13814.13,30,35,25564.67
25862.32,25243.55,49,21,0
25762.4,25243.55,38,34.5,25564.67
20948.48,21394.35,28,60,25564.67
25862.32,22864.21,32,0,25564.67
25862.32,25243.55,33,12,25564.67
25862.32,25243.55,36,0,23732.29
25862.32,25243.55,41,13,16624.42
25862.32,25243.55,36,1.6,25564.67
15331.26,15985.79,23,21,15545.68
23340.75,22704.87,22,34,25564.67
4492.599,11497.45,22,42,25564.67
25862.32,25243.55,30,0,25564.67
25862.32,25243.55,23,0,25564.67
25862.32,25243.55,29,25,0
25862.32,25243.55,37,0,25564.67
25862.32,25243.55,36,0,25564.67
0,0,27,45,0
20921.05,25243.55,55,77.245,0
25862.32,24108.48,26,49,25564.67
0,606.9194,23,60,14797.95
25862.32,25243.55,31,80.6,0
15772.1,17097.58,40,47.4,20983.72
0,571.1129,17,0,10181.54
0,0,16,20,4914.919
25862.32,25243.55,48,40,0
25862.32,25243.55,52,34,24701.68
11085.53,8880,25,42,21950.15
10391.95,7095.048,20,90,17407.62
25862.32,25243.55,37,65,25564.67
19079.34,24774.48,24,60,24175.61
13848.1,19740.1,48,17.5,11161.27
0,5893.742,18,52,9312.633
0,1670.371,16,74,10642.59
10873.93,11637.1,28,56,12735.05
4541.58,2318.468,28,54,7227.561
619.1283,3428.468,20,60,8672.777
25862.32,25243.55,34,13,25564.67
17129.87,16852.31,46,35,19339.01
15572.25,14557.11,28,80,10480.04
24347.81,15452.27,27,25,19992.16
15901.41,15346.65,35,0,16747.08
21465.73,23222.27,51,29,22164.42
0,0,16,11.593,0
0,0,16,0,2559.422
0,42.96774,31,99.999,11023.84
25862.32,25243.55,42,38,25564.67
3757.874,7046.71,42,60.9,11280.96
24790.6,19484.08,30,37,3954.396
0,0,28,6.3,1411.229
8850.008,8235.484,23,22,7880.716
9124.305,15887.32,24,66,18177.51
0,626.6129,26,4,22665.37
25862.32,25243.55,28,29,25564.67
25862.32,25243.55,32,40,25564.67
17543.27,14977.84,30,25,25564.67
24255.72,25243.55,53,65,20187.22
25862.32,25243.55,34,36,5396.657
17825.41,18434.95,24,37,21574.81
13848.1,10604.08,22,34,15957.97
25862.32,25243.55,27,30,25564.67
14398.65,2941.5,26,38,25564.67
10768.13,14818.5,26,0,2866.79
2725.34,2236.113,33,50.938,10732.73
3158.338,4402.403,19,42,17444.56
16379.47,18882.53,27,75,13982.25
20444.95,1790.323,52,30,0
25862.32,25243.55,48,0,25564.67
354.6273,3018.484,22,0,8341.767
6667.385,5245.645,20,0,1672.786
1581.128,153.9677,19,20,4877.975
5423.251,10391.03,51,60,12108.49
1898.53,3199.306,19,27,3187.456
22974.36,24242.76,23,41,25564.67
15452.74,15441.53,55,50,17426.83
19475.11,25243.55,42,48,25564.67
3097.601,3043.548,25,15,13739.9
5585.87,5363.806,21,27.174,7882.194
3902.859,11191.31,21,35,15918.07
19259.59,13337.9,41,0,2872.7
4804.122,4662,21,52,18561.72
25862.32,22783.65,50,70,25564.67
4541.58,5616.242,19,39,10214.05
11111,13729.98,23,60.9,17508.1
25049.23,25243.55,44,0,8127.496
7096.464,5952.823,20,34,12559.2
25862.32,25243.55,50,0,25564.67
25862.32,18395.56,55,43,25564.67
21912.44,24267.82,26,31,25564.67
23536.67,16184.52,24,24,20145.85
0,0,27,29,2314.12
0,0,16,8,5377.447
0,0,28,16.8,8878.181
2629.336,0,21,0,1717.118
15039.33,16182.73,50,24,17694.3
0,0,29,40,0
18546.42,20271.82,23,25.429,18495.23
8705.022,1170.871,42,0,4035.671
23556.26,23372.66,27,33,25564.67
2345.242,7565.903,26,99.999,2838.713
11984.84,11384.66,31,9.737,11577.99
5611.34,1376.758,23,40,62.06452
11532.24,15731.56,22,14.602,19414.37
25836.85,25243.55,50,9.094,25564.67
25862.32,25243.55,38,50,25564.67
21497.08,19879.74,31,26,25564.67
9631.756,10131.44,39,30,13960.08
21024.89,20986.16,27,0,25564.67
19739.61,12532.26,41,61,12993.65
0,0,44,15,20085.26
6459.703,7940.081,18,20,978.255
25862.32,25243.55,47,16,24660.3
0,0,16,0,7430.009
18142.81,17647.21,29,26,19581.35
14281.1,24901.6,27,25,25564.67
24104.86,24010.02,33,0,24216.98
25862.32,25243.55,46,25,25564.67
1661.458,2209.258,18,43,19240
13160.4,13687.02,40,30,21995.96
0,8840.613,55,55,0
3136.786,2348.903,16,37,2451.548
11406.85,7719.871,26,3.25,0
15574.21,22253.71,44,42,25564.67
2501.984,9415.306,22,28,16080.62
17247.43,9565.694,53,38,9792.894
0,0,17,36.6,10351.47
7641.141,7752.097,34,30,9989.432
6833.923,8034.968,28,45,8514.661
3438.513,0,24,41,818.6605
19275.27,23379.82,41,13.8,20491.63
0,922.0161,16,26,4838.077
25862.32,25243.55,37,0,25564.67
11324.56,10212,28,28,20790.14
22835.25,24101.32,28,14,24237.67
25862.32,25243.55,49,63,19711.39
3426.758,1849.403,17,58,8282.657
25862.32,25243.55,33,99.999,25564.67
3518.843,8221.161,41,39,13436.97
0,0,40,35,1261.978
8219.124,2866.306,28,25,2365.84
0,0,51,41,0
0,0,31,55,0
0,0,16,16,5644.916
25862.32,25243.55,29,0,24636.66
4122.297,3591.387,48,4,4097.736
3136.786,2866.306,52,25,2365.84
11107.08,18200.42,33,30,12968.53
13493.47,12256.55,53,44,15233.88
19096.97,17967.68,29,45,7734.421
1191.234,25243.55,55,38,12754.26
5815.104,3168.871,21,10,14830.46
8846.09,8616.823,32,37.5,6376.39
14890.43,14286.77,34,39.9,13456.18
25862.32,25243.55,39,14.175,25564.67
0,0,17,18.785,10249.51
22541.36,21917.13,38,24.84,22853.04
10037.32,14949.19,19,63,25564.67
25862.32,25243.55,49,0,25564.67
0,98.46774,17,45,3363.306
2302.138,19476.92,27,21.154,24584.94
19741.57,22771.11,30,50.876,25564.67
25862.32,25243.55,35,0,25564.67
24896.4,15044.08,41,34,15053.6
7382.517,9186.145,21,32.8,14231.98
23908.93,23261.66,51,44,25564.67
25862.32,25243.55,49,40,25564.67
25039.43,25243.55,39,33,25564.67
3769.629,5315.468,17,38,4694.737
24163.64,25243.55,34,0,24855.36
0,0,38,33,14793.52
19383.03,1203.097,53,40,25564.67
13875.53,14295.73,27,46.5,15100.89
0,2384.71,20,18,14407.83
12259.13,14881.16,21,22,19860.65
14183.13,14571.44,47,28,14740.32
2597.988,6216,25,18.123,1947.644
10783.8,4907.274,24,30,20510.84
6234.387,8332.161,26,16,14911.74
1816.24,9338.323,19,23,2.955453
16567.56,15076.31,28,45,13504.94
3934.208,3919.016,18,0,0
5581.951,9619.403,23,0,20284.75
20593.85,18889.69,28,21,17989.84
2020.004,1713.339,43,0,1557.524
25862.32,25243.55,48,45,0
10141.16,10385.66,24,26,106.3963
13530.7,11501.03,25,0,16250.56
0,7902.484,40,18,2046.651
19610.3,19251.34,43,0,23049.58
8949.931,10093.84,19,50,0
10495.79,13185.73,27,44,0
13822.63,15590.13,26,37,16557.93
5619.177,13473.97,24,10,20791.61
14892.39,14607.24,55,92,13809.35
8099.609,20313,22,30,20803.43
20413.6,19827.82,27,13.2,7239.382
19484.91,20076.68,28,6.693,24577.55
5458.517,1831.5,52,30,629.5115
14073.41,16698.34,49,32,25564.67
7014.175,13835.61,31,27,24443.08
0,0,49,0,0
14269.34,12349.65,52,90,12207.5
0,5566.113,32,55,16116.09
0,873.6774,30,22.4,0
24271.4,25243.55,25,15.1,25564.67
6908.375,13176.77,25,37.5,3917.453
2292.342,8862.097,29,0,0
25862.32,21535.79,29,40.5,25564.67
25862.32,9904.065,33,20,25564.67
24437.93,22554.48,34,69.8,23371.72
23460.26,23598.24,46,55.887,25564.67
5607.422,3054.29,19,30,94.5745
1199.071,0,36,40.761,0
25862.32,25243.55,42,8.4,25564.67
2059.189,3004.161,20,50,16088.01
1677.132,3312.097,19,2,11600.15
19624.02,19263.87,37,14.163,25245.48
0,0,21,46,7591.081
17288.57,16039.5,29,38,16484.04
7462.847,6183.774,53,23,0
22923.42,10204.84,36,0,25564.67
3526.68,17469.97,31,10.4,18368.14
25862.32,25243.55,33,20,25564.67
21334.46,25243.55,25,0,25564.67
20546.83,23050.4,32,12.4,25564.67
13973.49,13414.89,27,32.5,15295.95
18840.31,20219.9,26,16,25564.67
21005.3,20096.37,53,13,21465.46
12300.28,4588.597,22,5,23837.21
25862.32,25243.55,52,30,25564.67
16273.67,18388.4,37,17.338,20286.23
25862.32,22545.53,34,26,25564.67
2978.086,0,53,71,0
18526.83,18622.94,28,45,22288.55
17703.93,18331.11,29,3,19374.47
0,7707.339,25,42,25564.67
24445.77,24011.81,34,15,17120.94
19641.65,21279.77,28,22.5,25564.67
22414.01,12979.84,36,43,2045.174
8060.424,4232.323,47,16,3358.873
20013.91,16327.74,28,25,24051.48
20603.65,18137.76,53,12.7,7394.544
17104.4,5775.581,53,10.5,19965.56
25862.32,25243.55,55,14,25564.67
1873.059,2468.855,18,11.44,0
25862.32,21824.03,43,24,25564.67
146.945,4921.597,24,42,11507.06
7690.122,11907.44,20,31.2,21418.17
22202.41,18844.94,43,38,25564.67
12901.77,14775.53,28,27.982,0
0,0,49,99.999,0
14537.76,15534.63,34,20.8,7342.823
25815.3,25243.55,36,21,25564.67
19573.08,565.7419,41,14,0
25862.32,25243.55,32,0,25564.67
21732.19,19364.13,25,24,25564.67
25862.32,15346.65,30,8,15216.15
25862.32,25243.55,50,0,25564.67
11063.98,8595.339,28,2.5,7333.957
0,0,41,0,0
3050.578,5329.79,30,28,13664.54
0,2293.403,16,20.4,5594.673
25862.32,25243.55,47,0,25564.67
24404.63,20277.19,29,30,0
356.5866,0,30,0,25564.67
0,0,44,18,4499.677
0,2839.452,16,65,12522.25
0,0,31,21,0
5154.831,6735.194,28,58,4629.717
24204.78,23988.53,29,42,25564.67
289.9715,0,16,65,7515.717
18127.14,17743.89,26,34,23402.76
17582.46,17088.63,32,0,20602.46
22999.83,22919.71,36,42,25297.2
13391.59,13262.71,49,55,10769.67
25862.32,9458.274,50,44.98,25564.67
25862.32,25243.55,52,45,25564.67
12960.55,15283.98,28,51.994,10345.56
0,0,47,45,0
25862.32,24998.27,35,30,25564.67
5207.731,461.9032,46,38.5,1359.508
21477.48,25243.55,39,99.999,25564.67
25862.32,25241.76,43,34,25564.67
25860.36,25243.55,33,38,25564.67
10515.38,3645.097,29,27.5,15430.42
14204.68,13713.87,27,13,23340.69
6481.255,10450.11,32,28,9806.194
7055.32,8500.452,26,0.25,9849.048
21977.1,22960.89,38,50,21576.29
19863.05,22801.55,47,46,15966.84
209.6415,13139.18,20,40,4883.886
0,0,28,23.8,96.05223
14059.7,12088.26,29,15,17939.6
7995.768,9311.468,38,23.2,9515.081
7962.46,8219.371,31,0,8378.71
2482.391,0,23,12,12538.51
16726.26,14111.32,54,0,15705.28
17884.19,18076.89,38,32,20428.09
17284.65,15350.23,20,1.3,18459.76
7278.676,7616.032,21,48,14527.53
18415.15,19211.95,23,40,19968.52
25862.32,25243.55,24,46,25564.67
16992.72,14754.05,34,0,20428.09
1183.397,528.1452,32,5.618,478.7834
8906.827,9171.823,18,1.2,2883.045
0,0,27,55,0
25862.32,25243.55,43,48,25564.67
8038.872,13769.37,21,35,16312.62
10558.49,524.5645,23,25.766,3734.215
25862.32,23401.31,42,35,25564.67
19776.84,25243.55,46,0,25564.67
20693.78,23141.71,51,19,25564.67
22355.23,23143.5,41,12,25564.67
577.9837,1312.306,22,35,0
1422.428,556.7903,26,18,0
18991.17,18791.23,27,50,18739.05
22886.2,19616.56,24,35,25564.67
25862.32,25243.55,42,48,25564.67
22229.84,17246.18,24,34,25564.67
2666.562,1321.258,31,0,0
0,0,29,54,19223.75
2151.275,25243.55,29,42.5,0
8032.994,9406.355,26,0,4709.515
17535.44,17187.1,36,0,20147.32
25862.32,25243.55,29,25,25564.67
2615.621,3808.016,51,18.5,2079.161
5640.729,7660.79,21,39,7090.132
0,0,50,19.623,0
2239.442,3002.371,20,0,9917.023
8822.578,9621.194,20,8,13286.24
5368.391,9023.226,28,23,4839.555
25862.32,25243.55,46,46,25564.67
11538.12,13169.61,23,49,18393.26
0,0,41,50,288.1567
12639.23,19100.95,29,42,21088.64
25862.32,20187.68,27,43,24567.2
22253.35,25243.55,29,30,25564.67
15911.21,13778.32,52,20.2,737.3856
17270.94,16494.24,37,0,16349.57
4143.849,0,28,45,5002.104
16500.95,18660.53,30,33,15748.13
17819.53,14890.11,27,25,19377.43
7143.487,10204.84,25,31.836,9194.415
9453.462,10849.35,19,37,11706.55
7025.931,9114.532,33,0,9187.026
11867.28,6319.839,30,48,7797.963
636.7617,517.4032,22,45,0
0,0,25,75,0
14459.39,71.6129,30,28.7,25564.67
0,5431.839,24,11,16089.49
9567.1,7053.871,21,50,585.1797
0,0,38,25,0
2866.407,1983.677,20,0,10457.87
9143.898,14764.79,45,0,14642.79
11792.83,18316.79,28,13,22225.01
21855.62,22260.87,34,12,25150.91
12114.15,25243.55,30,18,0
23850.15,21568.02,49,20,24929.25
2966.33,2117.952,23,9.676,1968.332
0,0,24,35,10682.49
1628.151,6618.823,21,43,8272.313
0,7213.21,25,30,6465.054
0,961.4032,16,0,0
15198.03,15131.81,24,32,7056.144
23765.91,25243.55,37,3.6,23246.12
23548.43,20860.84,27,0.6,22235.35
1820.159,2135.855,19,25,11484.89
18705.12,20726.56,39,40,25564.67
25862.32,25243.55,55,34,25564.67
25862.32,25243.55,30,10,25564.67
3930.289,5217,20,80,11518.88
429.0794,2538.677,17,50,14483.2
21124.81,25243.55,49,33,25564.67
9447.585,8421.677,27,44.13,25564.67
15376.33,16857.68,53,30,16543.15
25862.32,19417.84,35,61,0
16916.31,14745.1,33,13,0
4892.289,0,28,0,424.1075
6444.029,0,27,42,1102.384
8554.159,9302.516,26,39.3,8041.788
0,0,16,22,0
368.3422,300.7742,19,20.4,18510
391.8534,300.7742,17,21,18891.26
5094.094,4654.839,47,1.7,183.2381
6604.688,11091.05,22,27.5,10078.1
11739.93,10929.92,29,0,14833.42
23957.91,23936.61,38,0,25564.67
25862.32,25243.55,40,11.8,20097.08
21753.74,20859.05,45,0,17725.33
13873.57,13690.6,47,0,14152.19
15292.08,11789.27,30,35,10685.44
0,0,30,0,0
21783.13,23761.16,22,58,25564.67
135.1894,0,28,27,0
0,0,45,17,0
0,635.5645,17,39,6649.77
0,3308.516,17,46,0
1579.169,0,26,26.7,0
8630.57,5091.677,24,46.5,18647.43
6996.542,8724.242,22,35.4,2724.928
1902.448,2792.903,20,13,6098.578
2400.102,5310.097,18,18.5,1063.963
811.1365,859.3548,19,0,8222.071
1565.454,0,47,9.6,0
25862.32,20415.05,54,22,25564.67
25862.32,25243.55,36,4.76,25564.67
25862.32,14596.5,27,17.5,25564.67
24549.61,17054.61,45,35,25564.67
25862.32,25241.76,30,30,25564.67
25102.13,23347.6,30,25,24983.92
14053.82,19079.47,24,50,4731.68
16050.31,2116.161,48,0,11600.15
0,0,32,26,0
21058.2,21303.05,54,10.5,22508.73
950.2444,11911.02,18,22.5,0
12980.14,0,29,0,0
8640.367,10706.13,28,8,10048.54
0,0,16,0,13535.98
476.1018,213.0484,27,41.082,0
25862.32,25243.55,37,0,25564.67
25703.62,5564.323,45,15.6,15702.32
25862.32,25243.55,39,0,25564.67
1059.963,2300.565,18,49.8,4199.699
2645.01,0,52,29,0
0,0,34,40,0
25862.32,25243.55,34,36,25564.67
20533.12,18263.08,53,33,18072.6
14335.96,11134.02,27,24,0
13916.67,18302.47,37,13.395,11613.45
1606.599,350.9032,41,6.702,0
9580.815,322.2581,32,0,0
18712.96,17650.79,44,18,18770.08
25862.32,25243.55,43,24,0
20392.05,21752.42,31,17,21894
10205.82,11549.37,23,0,15464.41
21736.11,25243.55,36,37,25564.67
8885.275,7449.532,38,45,8488.061
16977.05,14361.97,31,20,19296.15
21755.7,25243.55,48,30,0
15429.23,17507.56,40,38,14669.39
0,1118.952,17,31.5,2215.112
19639.69,16621.35,45,0,20838.9
0,1443,17,0,9110.184
0,0,53,20.9,0
25862.32,25243.55,54,8.969,0
13530.7,13244.81,25,0,25564.67
491.776,0,25,0,0
0,0,18,14.4,2281.61
7974.216,10276.45,52,24.738,7995.978
456.5092,3775.79,28,22,500.9493
0,114.5806,17,24,2222.501
20870.11,22275.19,51,18,25564.67
20360.7,21303.05,32,30,25208.54
7276.717,3591.387,29,34,7313.269
13497.39,25243.55,50,25,25564.67
8959.727,2246.855,42,0,0
10053,9805.597,23,32,0
9288.884,20907.39,32,40,16096.88
940.4481,6803.226,28,26,0
9782.619,0,26,28,542.3257
9480.892,25243.55,23,45,0
0,862.9355,20,20,4316.439
2388.346,3082.935,28,26,12882.82
12929.2,12372.92,35,45,17354.42
16967.25,0,47,68,10364.77
12878.26,11971.89,44,28,19989.21
22294.5,7367.177,37,36.5,12203.07
9614.122,9809.177,55,26,8916.602
0,0,35,6,0
9275.169,10437.58,26,38.08,11996.18
4847.226,1459.113,26,28,769.8955
0,5156.129,20,0,8548.648
626.9654,7019.855,18,33.643,762.5069
697.499,2696.226,17,32.497,13583.26
3775.507,8006.323,46,12.126,0
0,20934.24,45,24,11631.19
11216.8,12218.95,37,23,12146.91
219.4379,105.629,17,32,7415.232
15664.34,12073.94,24,32,14904.35
1338.179,2227.161,32,34,799.4501
13983.29,12380.08,31,0,14072.39
587.78,841.4516,18,10,7933.914
1054.086,2286.242,17,50,1613.677
20376.37,25243.55,32,15,25564.67
19400.66,25243.55,38,14,19584.31
470.224,5218.79,18,6.5,14128.54
25862.32,25243.55,52,0,25564.67
662.2322,1131.484,18,10,4736.114
12574.57,14945.61,20,54,12336.06
6994.582,10351.65,48,0,0
92.08554,594.3871,49,39,396.0307
0,15334.11,20,0,8207.293
5593.707,12396.19,51,27,2523.957
25862.32,20466.97,43,45,25564.67
1232.379,415.3548,16,36,2395.395
9855.112,9435,36,52,10131.29
14526,14660.95,51,28,25564.67
6939.723,11662.16,21,20,14218.69
12074.96,13354.02,21,50,21864.44
23138.94,24670.65,40,17,9150.083
10435.05,13185.73,45,12,8443.73
8397.418,0,41,30,0
4186.953,7034.177,18,2.08,7967.902
0,3424.887,17,5.753,7378.289
9204.635,16843.35,22,48,18115.45
190.0489,0,26,26,0
9851.193,11681.85,25,0,12375.96
13609.07,14464.02,29,24,21335.42
15172.56,19303.26,36,16,25564.67
25862.32,24144.29,50,8.8,20160.62
9757.149,10951.4,29,9,0
22406.18,21215.32,25,1.5,24151.96
15556.58,15543.58,27,46,20309.87
19161.63,18793.02,47,60,7175.84
16538.17,15989.37,24,47.825,11764.18
25862.32,23308.21,49,55,24635.18
10139.21,7755.677,20,27.5,16343.66
19306.62,23830.98,32,51.08,25564.67
10446.81,13357.6,23,28,10159.37
19798.39,19326.53,41,43,15783.6
15362.61,17840.56,29,99.999,18109.54
19116.57,17840.56,30,31,19346.4
25539.04,25243.55,45,11.7,15864.87
0,0,17,8,12412.9
10932.71,11513.56,26,50,12472.01
10846.5,11162.66,46,68,12439.5
25135.43,24677.81,32,0,19117.35
25862.32,25243.55,31,50,25564.67
2819.385,5254.597,23,62,437.4071
10419.38,10235.27,20,60,17177.09
7933.071,4450.742,28,50,100.4854
15664.34,16478.13,26,12,23834.25
9729.719,9708.919,37,40,9909.634
24100.94,25157.61,40,50,25564.67
11351.99,9717.871,23,25,15829.41
0,0,19,43,0
25862.32,25243.55,31,9,24240.63
13258.36,18356.18,23,18,23761.84
15007.98,14324.37,36,46,16634.77
18446.5,16293.73,29,0,19607.95
25862.32,25243.55,35,0,25564.67
14243.87,14424.63,55,23,14178.79
9786.538,6337.742,29,99.999,5151.355
16771.32,16803.97,36,57.398,16922.92
0,0,54,99.999,0
24686.76,10654.21,50,22.5,0
2842.896,152.1774,27,27,16518.03
7502.033,6173.032,21,11.93,25564.67
16542.09,14868.63,20,3,16342.18
1251.971,4563.532,23,17.184,4679.96
25862.32,25243.55,33,9,12927.15
13103.58,13128.44,35,37.5,16729.34
25862.32,19457.23,53,0,25564.67
12933.12,13316.42,23,0,18808.5
497.6538,0,18,40,16860.86
14347.71,22819.45,23,4.5,25564.67
20572.3,21030.92,55,0,21397.48
21457.89,21383.61,28,60,24660.3
21851.7,16775.32,38,41,21871.83
22498.26,18986.37,27,86,16284.55
8991.075,1280.081,28,10,6371.957
14719.97,14768.37,31,0,15467.36
16134.56,25243.55,49,23,20156.19
16957.45,2130.484,29,49,21529
25862.32,25243.55,34,0,25564.67
25202.05,23816.66,35,42,13243.39
4931.475,5191.935,23,80,6605.438
0,0,47,99.999,0
4919.719,6817.548,19,23,7948.691
11996.59,9855.726,51,99.999,0
12074.96,11565.48,23,35,25529.2
12827.32,13434.58,36,90,15007.79
25352.91,25243.55,43,62,25564.67
4980.456,3732.823,19,0,8792.473
25862.32,25243.55,33,8,25564.67
0,0,53,60,0
11679.19,8353.645,26,87,0
12466.81,6504.242,25,0,13744.33
8248.513,5841.823,39,61,8406.786
25862.32,17292.73,50,35,0
4032.171,20774.9,51,80,724.086
7468.725,8699.177,20,41,7808.307
25862.32,25243.55,43,39,25564.67
25456.75,25243.55,35,0,0
3207.32,409.9839,26,6,5232.63
11734.05,6300.145,20,44,1102.384
